id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Subscribed
4507,32,entrepreneur,divorced,secondary,no,-934,yes,no,cellular,18,nov,50,1,-1,0,unknown,0
4508,55,entrepreneur,married,secondary,no,653,yes,no,cellular,17,nov,193,2,186,1,failure,0
4509,61,management,married,tertiary,no,6016,no,no,cellular,4,nov,199,1,275,3,success,0
4510,51,technician,married,secondary,no,805,no,no,cellular,13,aug,270,2,-1,0,unknown,0
4511,46,services,married,primary,no,437,yes,no,cellular,13,may,546,3,-1,0,unknown,1
4512,26,blue-collar,single,secondary,no,26,yes,yes,cellular,15,may,899,1,-1,0,unknown,1
4513,30,self-employed,single,secondary,no,311,yes,yes,unknown,28,may,198,3,-1,0,unknown,0
4514,32,services,single,secondary,no,182,yes,no,cellular,6,may,145,1,-1,0,unknown,0
4515,59,retired,married,primary,no,1634,yes,yes,cellular,5,aug,836,1,-1,0,unknown,1
4516,29,services,divorced,secondary,no,92,yes,no,cellular,7,may,240,1,-1,0,unknown,0
4517,36,services,single,secondary,no,417,yes,no,cellular,6,feb,15,10,207,3,failure,0
4518,82,retired,divorced,primary,no,0,no,no,telephone,15,mar,506,2,195,1,other,1
4519,41,admin.,married,tertiary,no,1536,no,no,cellular,7,aug,273,1,95,2,failure,1
4520,27,services,single,secondary,no,-195,yes,no,cellular,18,may,391,1,-1,0,unknown,1
4521,31,services,single,secondary,no,31,yes,yes,unknown,26,may,501,2,-1,0,unknown,0
4522,47,housemaid,married,secondary,no,3940,yes,no,cellular,5,aug,226,3,97,2,failure,1
4523,34,blue-collar,married,secondary,no,1575,yes,no,unknown,27,may,148,3,-1,0,unknown,0
4524,40,technician,single,secondary,no,281,yes,no,cellular,11,may,7,11,360,2,other,0
4525,52,blue-collar,married,primary,no,17,yes,no,unknown,29,may,30,2,-1,0,unknown,0
4526,44,admin.,married,secondary,yes,-1249,yes,yes,unknown,19,may,83,4,-1,0,unknown,0
4527,43,management,married,tertiary,no,870,yes,yes,unknown,8,may,528,1,-1,0,unknown,0
4528,32,housemaid,married,primary,no,51,yes,no,cellular,12,may,324,1,-1,0,unknown,0
4529,54,management,divorced,tertiary,no,2152,no,no,cellular,17,may,226,3,186,7,other,0
4530,29,unemployed,single,primary,no,1374,no,no,cellular,14,may,1205,2,178,7,success,1
4531,44,self-employed,single,tertiary,no,1367,yes,no,cellular,13,apr,1232,3,146,1,other,1
4532,30,admin.,single,secondary,no,1700,yes,no,cellular,22,jul,279,3,-1,0,unknown,0
4533,37,unemployed,married,tertiary,no,7620,no,no,telephone,23,feb,367,1,176,6,failure,1
4534,40,blue-collar,married,primary,no,48,no,no,unknown,9,jun,100,5,-1,0,unknown,0
4535,48,management,married,secondary,no,3260,no,no,unknown,20,jun,111,3,-1,0,unknown,0
4536,37,technician,single,secondary,no,3665,no,no,cellular,12,aug,664,3,-1,0,unknown,1
4537,31,admin.,divorced,secondary,no,308,yes,no,unknown,7,may,194,1,-1,0,unknown,0
4538,38,management,married,tertiary,no,1199,no,no,cellular,3,aug,482,1,-1,0,unknown,1
4539,51,management,married,tertiary,no,5108,yes,no,cellular,8,oct,272,1,102,8,other,0
4540,43,blue-collar,married,secondary,no,5997,yes,no,cellular,15,may,270,3,-1,0,unknown,0
4541,58,unemployed,married,primary,no,1183,no,no,cellular,31,jul,1721,5,-1,0,unknown,1
4542,59,technician,married,secondary,no,116,no,no,cellular,12,aug,398,4,422,3,failure,1
4543,61,management,married,tertiary,no,175,no,no,telephone,5,aug,270,2,-1,0,unknown,1
4544,40,technician,married,secondary,no,-312,yes,no,unknown,28,may,198,1,-1,0,unknown,0
4545,27,management,single,tertiary,no,20585,no,no,cellular,15,jun,188,1,-1,0,unknown,1
4546,55,admin.,married,secondary,no,9329,no,no,cellular,22,jun,136,1,95,1,failure,0
4547,24,student,single,secondary,no,822,no,no,cellular,28,jul,106,2,-1,0,unknown,0
4548,45,retired,divorced,secondary,no,187,yes,no,cellular,11,may,82,2,-1,0,unknown,0
4549,45,management,single,tertiary,no,451,no,no,unknown,17,jun,881,1,-1,0,unknown,0
4550,57,retired,divorced,tertiary,no,734,no,no,cellular,6,aug,1357,4,-1,0,unknown,1
4551,57,unemployed,married,tertiary,no,42,no,no,unknown,5,may,46,1,-1,0,unknown,0
4552,39,blue-collar,divorced,primary,no,1317,yes,no,cellular,20,nov,543,1,170,4,other,1
4553,51,management,married,tertiary,no,346,no,no,cellular,11,aug,237,1,180,6,success,1
4554,35,management,single,tertiary,no,1496,yes,no,cellular,22,aug,73,4,-1,0,unknown,0
4555,45,self-employed,married,tertiary,no,0,yes,no,cellular,17,nov,134,1,-1,0,unknown,0
4556,37,technician,married,unknown,no,189,no,no,cellular,1,oct,238,1,107,2,success,1
4557,42,admin.,single,unknown,no,297,yes,no,unknown,29,may,106,1,-1,0,unknown,0
4558,57,retired,married,tertiary,no,815,no,no,cellular,8,aug,385,2,-1,0,unknown,0
4559,27,services,married,secondary,no,8,yes,no,unknown,6,may,88,3,-1,0,unknown,0
4560,45,blue-collar,married,primary,no,-66,yes,no,unknown,6,may,263,2,-1,0,unknown,0
4561,58,housemaid,married,primary,no,5278,yes,no,unknown,4,jun,763,4,-1,0,unknown,0
4562,35,admin.,married,secondary,no,-87,yes,no,unknown,3,jun,1363,7,-1,0,unknown,1
4563,45,services,married,secondary,no,-33,no,no,cellular,28,jan,198,3,-1,0,unknown,0
4564,36,technician,single,secondary,no,651,no,no,cellular,7,aug,876,1,-1,0,unknown,1
4565,36,services,single,secondary,no,2409,yes,yes,telephone,11,may,338,2,-1,0,unknown,0
4566,57,management,married,tertiary,no,375,no,no,cellular,21,oct,135,1,-1,0,unknown,1
4567,54,technician,married,secondary,no,1455,yes,no,unknown,18,jun,90,4,-1,0,unknown,0
4568,40,technician,married,secondary,no,2266,no,no,cellular,16,oct,447,1,147,5,failure,1
4569,28,blue-collar,single,secondary,no,-193,no,no,cellular,18,jul,580,7,-1,0,unknown,0
4570,29,blue-collar,married,primary,no,-382,yes,no,cellular,28,jul,35,2,-1,0,unknown,0
4571,30,technician,single,tertiary,no,0,no,no,cellular,28,aug,20,19,-1,0,unknown,0
4572,37,blue-collar,married,secondary,no,4321,no,no,cellular,5,jun,657,1,-1,0,unknown,1
4573,24,admin.,single,secondary,no,843,yes,no,cellular,18,may,22,2,-1,0,unknown,0
4574,39,technician,single,secondary,no,122,yes,no,unknown,2,jun,158,1,-1,0,unknown,0
4575,50,housemaid,married,tertiary,no,1005,no,no,cellular,17,jul,188,3,-1,0,unknown,0
4576,31,unknown,divorced,tertiary,no,137,no,no,cellular,22,aug,385,9,-1,0,unknown,0
4577,27,admin.,married,secondary,no,158,yes,no,cellular,25,jul,124,2,-1,0,unknown,0
4578,51,blue-collar,married,secondary,no,3370,yes,no,cellular,11,may,59,1,-1,0,unknown,0
4579,54,blue-collar,divorced,primary,no,-182,no,no,cellular,9,jul,98,1,-1,0,unknown,0
4580,35,technician,divorced,secondary,no,-281,no,no,cellular,4,aug,148,1,-1,0,unknown,0
4581,31,management,married,tertiary,no,303,yes,no,unknown,14,may,143,1,-1,0,unknown,0
4582,45,management,single,tertiary,no,483,no,no,cellular,23,feb,95,2,265,11,other,1
4583,48,blue-collar,married,unknown,no,279,yes,no,telephone,14,jul,211,3,-1,0,unknown,0
4584,35,self-employed,divorced,tertiary,no,1354,yes,no,unknown,23,may,736,2,-1,0,unknown,1
4585,63,retired,married,secondary,no,243,no,no,cellular,31,aug,114,1,-1,0,unknown,0
4586,61,retired,married,secondary,no,86,no,no,cellular,25,jan,639,1,94,1,success,1
4587,45,admin.,divorced,secondary,no,246,no,no,unknown,6,jun,119,1,-1,0,unknown,0
4588,45,management,single,secondary,no,5993,no,no,cellular,2,jun,116,1,-1,0,unknown,0
4589,58,unknown,married,unknown,no,68,no,no,cellular,2,apr,268,1,-1,0,unknown,1
4590,35,management,married,tertiary,no,2957,yes,yes,cellular,8,aug,733,3,-1,0,unknown,1
4591,39,technician,married,secondary,no,0,no,yes,unknown,27,jun,103,1,-1,0,unknown,0
4592,90,retired,divorced,secondary,no,1,no,no,cellular,13,feb,152,3,-1,0,unknown,1
4593,38,blue-collar,married,secondary,no,13849,yes,no,cellular,9,apr,286,4,321,5,failure,0
4594,51,technician,married,secondary,no,-153,no,no,cellular,20,aug,62,4,-1,0,unknown,0
4595,51,services,married,primary,no,314,yes,yes,telephone,8,may,713,3,-1,0,unknown,0
4596,40,admin.,married,secondary,no,153,yes,no,unknown,14,may,159,2,-1,0,unknown,0
4597,55,management,married,secondary,no,566,yes,no,cellular,17,apr,107,1,-1,0,unknown,0
4598,25,technician,single,tertiary,no,3630,no,no,telephone,9,jun,221,7,-1,0,unknown,1
4599,50,blue-collar,married,primary,no,3764,no,no,telephone,9,sep,214,2,99,4,failure,1
4600,36,technician,married,tertiary,no,521,no,no,cellular,20,oct,347,3,-1,0,unknown,1
4601,49,management,married,tertiary,no,1167,yes,yes,cellular,24,sep,249,1,91,14,success,1
4602,57,retired,married,unknown,no,230,no,no,cellular,6,apr,177,2,210,3,failure,1
4603,33,admin.,single,tertiary,no,235,yes,no,cellular,18,may,525,1,-1,0,unknown,1
4604,27,blue-collar,single,primary,no,-579,yes,no,cellular,18,may,220,1,367,3,failure,0
4605,60,admin.,divorced,secondary,no,3020,yes,no,unknown,15,may,131,1,-1,0,unknown,0
4606,48,management,single,tertiary,no,86,no,no,cellular,28,jun,281,3,186,6,other,1
4607,45,admin.,married,secondary,no,153,no,no,cellular,5,aug,277,1,-1,0,unknown,1
4608,48,blue-collar,married,secondary,no,1596,yes,no,unknown,14,may,760,1,-1,0,unknown,1
4609,41,management,married,tertiary,no,0,yes,no,cellular,18,nov,897,3,-1,0,unknown,1
4610,32,admin.,married,secondary,no,-1,no,no,cellular,8,jul,228,2,-1,0,unknown,0
4611,39,blue-collar,married,secondary,no,1360,yes,no,cellular,13,may,247,1,-1,0,unknown,0
4612,47,admin.,married,secondary,no,2601,no,no,cellular,24,sep,261,1,-1,0,unknown,1
4613,40,services,single,secondary,no,2936,no,no,unknown,6,jun,473,2,-1,0,unknown,0
4614,60,retired,married,secondary,no,0,no,no,telephone,31,jul,576,20,-1,0,unknown,0
4615,30,blue-collar,single,primary,no,296,no,no,telephone,5,feb,41,7,-1,0,unknown,0
4616,25,student,single,secondary,no,1028,no,no,cellular,9,aug,148,2,-1,0,unknown,0
4617,59,blue-collar,married,primary,no,4143,no,no,unknown,19,jun,122,1,-1,0,unknown,0
4618,50,blue-collar,married,secondary,no,887,no,no,unknown,16,jun,287,1,-1,0,unknown,0
4619,31,blue-collar,single,secondary,no,1291,yes,no,cellular,18,jul,72,1,-1,0,unknown,0
4620,29,management,single,tertiary,no,268,no,no,cellular,16,apr,667,1,-1,0,unknown,1
4621,52,services,married,secondary,no,659,no,no,cellular,27,oct,113,1,-1,0,unknown,1
4622,37,technician,single,tertiary,no,876,yes,no,unknown,23,may,213,4,-1,0,unknown,0
4623,45,management,single,tertiary,no,2067,yes,no,cellular,13,aug,393,2,462,1,success,1
4624,42,admin.,single,secondary,no,1451,yes,no,cellular,4,may,251,4,-1,0,unknown,1
4625,55,entrepreneur,divorced,tertiary,no,1730,no,no,cellular,22,jul,156,3,-1,0,unknown,0
4626,37,blue-collar,married,secondary,no,408,yes,no,telephone,9,feb,28,9,-1,0,unknown,0
4627,57,technician,married,secondary,no,29207,yes,no,telephone,21,nov,232,2,-1,0,unknown,0
4628,28,management,single,tertiary,no,5474,no,no,cellular,28,jul,486,5,-1,0,unknown,1
4629,21,student,single,unknown,no,1506,no,no,cellular,14,sep,340,1,-1,0,unknown,1
4630,28,housemaid,divorced,primary,no,1,yes,no,unknown,8,may,923,1,-1,0,unknown,0
4631,53,blue-collar,single,primary,no,210,yes,no,cellular,15,may,984,1,368,1,failure,0
4632,43,blue-collar,married,secondary,no,2706,yes,yes,unknown,14,may,44,1,-1,0,unknown,0
4633,31,blue-collar,married,primary,no,19,yes,no,unknown,7,may,241,2,-1,0,unknown,0
4634,28,management,single,secondary,no,1633,no,no,cellular,5,jun,275,1,-1,0,unknown,1
4635,37,services,married,secondary,no,466,yes,yes,cellular,25,may,377,1,-1,0,unknown,1
4636,38,student,single,tertiary,no,3316,no,no,unknown,17,jun,1345,3,-1,0,unknown,1
4637,33,services,married,secondary,no,255,yes,yes,cellular,21,nov,588,2,184,2,failure,0
4638,35,blue-collar,single,secondary,no,218,yes,no,cellular,20,apr,93,4,-1,0,unknown,0
4639,43,unemployed,married,secondary,no,948,yes,no,cellular,20,apr,199,6,-1,0,unknown,0
4640,48,technician,married,secondary,no,720,yes,no,unknown,8,may,177,3,-1,0,unknown,0
4641,33,technician,single,secondary,no,2085,no,no,cellular,9,feb,501,2,-1,0,unknown,1
4642,41,management,married,tertiary,no,725,no,no,cellular,26,aug,460,10,-1,0,unknown,0
4643,19,student,single,secondary,no,1803,no,no,cellular,23,jun,124,1,105,1,failure,0
4644,35,unemployed,married,secondary,no,978,no,no,cellular,29,jun,660,2,182,6,success,1
4645,36,blue-collar,married,primary,no,-20,yes,no,unknown,7,may,353,3,-1,0,unknown,0
4646,55,management,married,tertiary,no,-375,no,no,cellular,30,jul,814,2,-1,0,unknown,1
4647,39,management,divorced,tertiary,no,299,yes,no,cellular,8,may,40,2,-1,0,unknown,0
4648,25,services,married,secondary,no,0,yes,no,cellular,24,jul,458,9,-1,0,unknown,1
4649,35,management,married,tertiary,no,0,yes,no,cellular,11,feb,391,2,92,5,success,1
4650,56,admin.,married,unknown,no,1848,yes,no,cellular,4,feb,147,2,260,1,failure,0
4651,59,technician,married,secondary,no,1,no,no,cellular,14,oct,585,1,182,5,success,1
4652,47,blue-collar,married,secondary,no,-18,no,yes,cellular,22,aug,155,2,-1,0,unknown,0
4653,50,blue-collar,married,unknown,no,1537,no,no,unknown,17,jun,24,6,-1,0,unknown,0
4654,31,unemployed,married,tertiary,no,232,yes,no,cellular,13,may,53,3,-1,0,unknown,0
4655,34,blue-collar,married,secondary,no,90,yes,no,unknown,3,jun,77,8,-1,0,unknown,0
4656,41,services,married,primary,no,510,no,no,unknown,9,jun,316,2,-1,0,unknown,0
4657,24,blue-collar,married,secondary,no,-254,yes,yes,unknown,27,may,290,2,-1,0,unknown,0
4658,19,student,single,primary,no,608,no,no,cellular,12,may,236,1,180,2,success,1
4659,36,management,divorced,tertiary,no,1057,no,no,cellular,19,jul,230,2,164,2,failure,1
4660,57,admin.,divorced,secondary,no,3058,yes,no,unknown,8,may,268,1,-1,0,unknown,0
4661,28,blue-collar,single,primary,no,-232,yes,no,unknown,30,may,557,2,-1,0,unknown,0
4662,49,management,married,tertiary,no,224,yes,no,cellular,28,jul,68,3,-1,0,unknown,0
4663,42,blue-collar,married,secondary,no,2152,yes,no,cellular,5,may,319,2,169,1,failure,0
4664,50,blue-collar,married,secondary,no,2719,yes,no,cellular,14,may,97,2,-1,0,unknown,0
4665,19,student,single,primary,no,134,no,no,cellular,27,mar,271,2,-1,0,unknown,1
4666,46,unemployed,married,secondary,no,926,no,no,cellular,7,jul,385,5,-1,0,unknown,1
4667,30,self-employed,single,tertiary,no,253,yes,no,cellular,28,jul,283,4,-1,0,unknown,0
4668,38,housemaid,single,secondary,no,465,yes,no,cellular,16,mar,180,1,302,3,success,1
4669,45,blue-collar,divorced,secondary,no,-184,yes,no,cellular,7,may,878,3,170,5,failure,1
4670,39,blue-collar,married,primary,no,2003,yes,no,unknown,21,may,229,2,-1,0,unknown,0
4671,21,student,single,unknown,no,200,no,no,unknown,1,jun,8,1,-1,0,unknown,0
4672,33,management,married,tertiary,no,2599,no,no,cellular,30,apr,1373,2,-1,0,unknown,1
4673,69,retired,single,tertiary,no,2144,no,no,cellular,29,jul,417,1,184,4,success,1
4674,67,retired,married,secondary,no,1443,no,no,cellular,8,apr,245,1,-1,0,unknown,1
4675,31,unemployed,single,secondary,no,582,yes,no,cellular,5,jun,548,2,-1,0,unknown,1
4676,35,self-employed,married,tertiary,no,137,no,no,cellular,5,feb,142,4,-1,0,unknown,0
4677,37,self-employed,single,secondary,no,4894,no,no,cellular,20,nov,240,1,-1,0,unknown,0
4678,46,admin.,married,secondary,no,38,yes,yes,cellular,12,may,455,1,-1,0,unknown,0
4679,24,technician,married,secondary,no,556,yes,no,cellular,6,nov,368,2,80,2,success,1
4680,46,blue-collar,married,secondary,no,137,no,no,unknown,20,jun,252,3,-1,0,unknown,0
4681,28,self-employed,single,tertiary,no,159,no,no,cellular,14,oct,246,2,420,2,other,1
4682,33,admin.,married,tertiary,no,882,no,no,cellular,22,apr,104,1,183,4,failure,1
4683,51,retired,married,secondary,no,0,no,no,unknown,15,may,70,1,-1,0,unknown,0
4684,54,management,divorced,tertiary,no,5475,no,no,cellular,21,oct,1032,1,91,4,success,1
4685,44,management,married,tertiary,no,284,yes,yes,cellular,10,jul,109,5,-1,0,unknown,0
4686,43,management,divorced,secondary,no,130,yes,no,unknown,5,jun,63,3,-1,0,unknown,0
4687,38,management,married,tertiary,no,165,yes,no,cellular,17,apr,526,1,260,2,other,1
4688,59,management,divorced,tertiary,no,1002,no,no,cellular,7,aug,201,2,-1,0,unknown,0
4689,54,blue-collar,married,secondary,no,548,no,no,cellular,18,aug,520,7,-1,0,unknown,1
4690,35,technician,married,secondary,yes,-1322,yes,no,cellular,30,jul,105,11,-1,0,unknown,0
4691,26,student,single,secondary,no,2572,yes,no,cellular,5,may,620,1,-1,0,unknown,0
4692,37,blue-collar,divorced,secondary,no,368,yes,no,unknown,13,may,194,2,-1,0,unknown,0
4693,30,management,single,tertiary,no,536,no,no,cellular,14,jan,362,2,91,2,success,1
4694,46,management,divorced,tertiary,no,558,no,no,cellular,6,jul,319,1,-1,0,unknown,1
4695,38,blue-collar,single,primary,no,20,yes,no,unknown,7,may,81,2,-1,0,unknown,0
4696,33,blue-collar,married,secondary,no,1464,yes,no,unknown,23,may,588,3,-1,0,unknown,1
4697,35,unemployed,married,secondary,no,533,yes,no,unknown,6,may,802,1,-1,0,unknown,0
4698,28,blue-collar,single,secondary,no,1285,no,no,telephone,30,jan,199,2,2,17,other,0
4699,38,admin.,married,secondary,no,337,no,no,cellular,28,jul,624,4,-1,0,unknown,0
4700,28,management,single,tertiary,no,2725,no,no,cellular,16,jun,292,1,504,1,failure,1
4701,30,admin.,single,secondary,no,915,yes,no,unknown,27,apr,370,1,-1,0,unknown,1
4702,36,blue-collar,married,secondary,no,1949,yes,no,cellular,17,apr,48,2,319,3,failure,0
4703,27,management,married,tertiary,no,9630,yes,no,cellular,25,jul,190,4,-1,0,unknown,0
4704,29,self-employed,single,tertiary,no,805,no,no,cellular,1,jul,302,2,128,8,success,0
4705,29,blue-collar,married,secondary,no,8,yes,yes,cellular,10,jul,627,1,-1,0,unknown,1
4706,32,technician,single,secondary,no,5,no,no,cellular,12,aug,105,2,-1,0,unknown,0
4707,47,blue-collar,divorced,secondary,no,65,yes,no,unknown,9,may,205,1,-1,0,unknown,0
4708,28,management,single,secondary,no,2840,no,no,cellular,20,apr,227,5,-1,0,unknown,1
4709,59,technician,married,primary,no,4198,no,no,cellular,14,jan,309,1,91,10,success,1
4710,48,blue-collar,married,secondary,no,154,yes,no,unknown,27,may,70,3,-1,0,unknown,0
4711,37,blue-collar,married,primary,no,-137,yes,no,cellular,15,may,800,5,-1,0,unknown,0
4712,32,management,married,tertiary,no,6274,yes,no,cellular,17,nov,500,2,-1,0,unknown,0
4713,47,technician,married,secondary,no,293,no,no,cellular,1,jun,251,1,90,1,success,1
4714,41,blue-collar,married,secondary,no,203,no,no,cellular,2,jul,342,2,-1,0,unknown,1
4715,29,blue-collar,married,primary,no,1016,yes,no,unknown,27,may,33,1,-1,0,unknown,0
4716,42,student,married,unknown,no,-7,no,no,telephone,31,jul,41,6,-1,0,unknown,0
4717,53,technician,married,unknown,no,619,no,no,unknown,17,jun,198,6,-1,0,unknown,0
4718,29,services,single,secondary,no,1934,no,no,cellular,29,sep,271,1,-1,0,unknown,1
4719,24,admin.,single,secondary,no,66,yes,no,unknown,3,jun,825,1,-1,0,unknown,0
4720,49,management,married,tertiary,no,78,yes,no,cellular,8,apr,65,3,-1,0,unknown,0
4721,29,admin.,single,tertiary,no,135,no,no,cellular,7,dec,248,1,-1,0,unknown,0
4722,55,management,single,tertiary,no,0,no,no,cellular,3,nov,222,3,187,3,failure,0
4723,41,blue-collar,married,secondary,no,1165,no,no,unknown,12,jun,69,3,-1,0,unknown,0
4724,47,blue-collar,married,primary,no,584,yes,yes,cellular,14,aug,337,2,-1,0,unknown,0
4725,35,blue-collar,married,secondary,no,153,yes,no,cellular,18,nov,645,2,-1,0,unknown,0
4726,47,management,single,tertiary,no,4402,no,no,telephone,10,dec,805,1,190,1,other,1
4727,39,services,married,secondary,no,-311,yes,no,cellular,6,may,55,2,345,2,other,0
4728,29,technician,married,tertiary,no,1413,yes,no,cellular,17,jul,170,4,-1,0,unknown,0
4729,43,admin.,married,secondary,no,1375,yes,no,cellular,18,nov,95,1,-1,0,unknown,0
4730,46,blue-collar,married,secondary,no,536,yes,no,unknown,15,may,164,2,-1,0,unknown,0
4731,52,technician,married,secondary,no,1423,no,no,telephone,4,sep,384,1,91,1,other,0
4732,58,admin.,married,secondary,no,2160,yes,yes,cellular,5,may,1090,1,-1,0,unknown,1
4733,57,technician,married,secondary,no,0,no,no,cellular,7,jul,236,1,-1,0,unknown,0
4734,42,technician,single,unknown,no,11115,no,no,cellular,30,apr,328,1,-1,0,unknown,1
4735,47,admin.,married,secondary,no,411,yes,no,cellular,13,may,157,1,-1,0,unknown,0
4736,43,blue-collar,married,primary,no,2952,no,no,cellular,3,aug,417,2,95,1,other,1
4737,39,housemaid,married,secondary,no,315,yes,no,cellular,31,jul,90,13,-1,0,unknown,0
4738,43,blue-collar,married,secondary,no,1205,yes,no,unknown,6,may,769,2,-1,0,unknown,0
4739,52,technician,married,tertiary,no,1785,no,no,cellular,13,aug,349,1,-1,0,unknown,0
4740,45,management,married,tertiary,no,506,no,no,cellular,23,apr,229,2,-1,0,unknown,1
4741,39,blue-collar,married,unknown,no,295,yes,no,cellular,3,feb,254,1,-1,0,unknown,0
4742,51,services,married,secondary,no,260,no,no,telephone,9,jul,183,2,-1,0,unknown,0
4743,31,blue-collar,married,secondary,no,1599,yes,no,unknown,21,may,49,1,-1,0,unknown,0
4744,24,technician,married,secondary,no,556,yes,no,cellular,8,feb,278,1,94,4,success,1
4745,33,management,married,tertiary,no,2098,no,no,cellular,20,nov,67,1,-1,0,unknown,0
4746,53,blue-collar,single,secondary,no,1004,no,no,cellular,13,may,393,1,84,1,other,1
4747,39,admin.,married,secondary,no,607,yes,no,cellular,12,may,454,2,364,3,failure,1
4748,39,management,single,tertiary,no,1092,no,no,cellular,26,aug,205,7,-1,0,unknown,0
4749,29,management,single,tertiary,no,428,no,no,cellular,22,may,293,2,-1,0,unknown,1
4750,51,admin.,single,secondary,no,2130,yes,no,telephone,28,jul,126,8,-1,0,unknown,0
4751,39,blue-collar,married,primary,no,3324,no,no,cellular,9,jul,108,1,-1,0,unknown,0
4752,38,admin.,married,tertiary,no,293,no,no,cellular,15,apr,85,1,-1,0,unknown,0
4753,53,self-employed,married,tertiary,no,2580,yes,no,cellular,19,nov,138,5,-1,0,unknown,0
4754,53,technician,married,secondary,no,65,no,no,cellular,17,nov,178,1,-1,0,unknown,0
4755,62,management,divorced,tertiary,no,5943,no,no,telephone,17,feb,196,4,-1,0,unknown,1
4756,39,self-employed,single,tertiary,no,1132,yes,no,unknown,3,jun,216,1,-1,0,unknown,0
4757,56,retired,married,secondary,no,-1206,yes,no,cellular,15,jun,382,2,-1,0,unknown,1
4758,33,blue-collar,married,primary,no,1416,yes,no,cellular,20,nov,60,1,-1,0,unknown,0
4759,42,management,married,tertiary,no,-323,yes,no,cellular,7,aug,135,2,-1,0,unknown,0
4760,51,management,married,tertiary,no,2582,no,no,cellular,26,aug,197,3,-1,0,unknown,0
4761,35,management,married,tertiary,no,552,yes,yes,cellular,18,jul,222,1,-1,0,unknown,0
4762,32,blue-collar,married,primary,no,77,yes,no,cellular,17,apr,464,2,-1,0,unknown,0
4763,33,technician,single,secondary,no,10,yes,no,cellular,6,feb,71,2,274,1,failure,0
4764,37,entrepreneur,married,primary,no,62,no,no,cellular,31,jul,404,2,-1,0,unknown,0
4765,47,management,married,tertiary,no,682,no,no,cellular,18,aug,638,6,-1,0,unknown,1
4766,59,management,married,tertiary,no,1308,no,no,cellular,30,jul,183,4,-1,0,unknown,0
4767,53,unemployed,married,primary,no,980,yes,no,cellular,3,dec,352,1,-1,0,unknown,1
4768,31,admin.,married,secondary,no,2304,yes,no,cellular,20,nov,257,2,-1,0,unknown,0
4769,43,blue-collar,married,secondary,no,2160,no,no,cellular,2,jun,169,1,-1,0,unknown,1
4770,31,technician,divorced,secondary,no,342,yes,no,unknown,30,may,34,2,-1,0,unknown,0
4771,31,services,married,secondary,no,-538,no,yes,unknown,27,may,284,1,-1,0,unknown,0
4772,34,entrepreneur,married,primary,no,0,yes,no,cellular,11,may,547,1,-1,0,unknown,0
4773,33,technician,single,secondary,no,268,yes,no,unknown,30,may,275,9,-1,0,unknown,0
4774,33,services,married,secondary,no,3444,yes,no,telephone,21,oct,144,1,91,4,failure,1
4775,42,management,single,tertiary,no,1285,yes,no,cellular,9,feb,21,3,252,4,other,0
4776,48,blue-collar,married,primary,no,575,no,no,unknown,15,may,101,3,-1,0,unknown,0
4777,40,management,divorced,tertiary,no,1315,yes,no,cellular,9,apr,466,2,141,5,failure,0
4778,51,technician,married,secondary,no,58,yes,no,cellular,17,nov,79,1,129,2,failure,0
4779,41,retired,divorced,primary,no,-233,yes,no,unknown,15,may,1156,2,-1,0,unknown,1
4780,31,technician,single,secondary,no,138,no,no,cellular,26,may,91,1,285,2,other,1
4781,53,retired,single,secondary,yes,-741,yes,yes,cellular,17,nov,53,1,-1,0,unknown,0
4782,36,blue-collar,married,primary,no,156,yes,no,cellular,21,nov,219,2,-1,0,unknown,0
4783,24,technician,single,secondary,no,820,yes,no,unknown,23,may,665,1,-1,0,unknown,0
4784,26,technician,single,tertiary,no,252,yes,no,cellular,29,jan,187,1,-1,0,unknown,0
4785,28,self-employed,single,tertiary,no,75,yes,no,cellular,7,may,245,3,-1,0,unknown,0
4786,46,services,married,secondary,yes,130,no,no,cellular,20,aug,95,2,-1,0,unknown,0
4787,38,admin.,married,secondary,no,0,no,no,telephone,17,nov,599,2,158,8,other,0
4788,33,student,single,unknown,no,5969,no,no,cellular,4,sep,156,2,127,8,failure,0
4789,41,technician,single,secondary,no,169,yes,no,cellular,12,may,116,2,-1,0,unknown,0
4790,29,admin.,single,secondary,no,464,no,no,cellular,10,aug,317,2,518,1,failure,1
4791,46,blue-collar,married,secondary,no,123,no,no,cellular,20,aug,381,3,-1,0,unknown,0
4792,54,technician,single,secondary,no,770,no,no,unknown,17,jun,89,2,-1,0,unknown,0
4793,45,services,married,secondary,no,-75,yes,no,cellular,2,feb,134,1,252,1,failure,0
4794,29,management,married,tertiary,no,55,yes,no,cellular,10,jul,235,1,-1,0,unknown,0
4795,32,management,single,tertiary,no,1010,no,no,cellular,7,aug,67,2,-1,0,unknown,0
4796,35,technician,single,secondary,no,225,yes,no,cellular,18,may,7,5,-1,0,unknown,0
4797,39,technician,single,secondary,no,4646,yes,no,cellular,18,nov,486,1,-1,0,unknown,1
4798,54,management,married,tertiary,no,752,no,no,telephone,29,jul,211,5,491,4,other,1
4799,31,technician,single,tertiary,no,22,yes,no,unknown,9,may,483,3,-1,0,unknown,1
4800,29,management,married,tertiary,no,0,no,yes,cellular,8,jul,574,2,-1,0,unknown,0
